,Fragment_selected,Monoisotopic_mass_fragment,Fragment_collision,Monoisotopic_mass_collision
C[UNIMOD:533]->K[UNIMOD:25],C[UNIMOD:533],247.108789,K[UNIMOD:25],247.132074
C[UNIMOD:533]->T[UNIMOD:295],C[UNIMOD:533],247.108789,T[UNIMOD:295],247.105589
C[UNIMOD:214]->C[UNIMOD:1019],C[UNIMOD:214],247.11125299999998,C[UNIMOD:1019],247.11493000000002
C[UNIMOD:214]->C[UNIMOD:532],C[UNIMOD:214],247.11125299999998,C[UNIMOD:532],247.11510800000002
C[UNIMOD:214]->K[UNIMOD:25],C[UNIMOD:214],247.11125299999998,K[UNIMOD:25],247.132074
C[UNIMOD:214]->C[UNIMOD:533],C[UNIMOD:214],247.11125299999998,C[UNIMOD:533],247.108789
C[UNIMOD:214]->T[UNIMOD:295],C[UNIMOD:214],247.11125299999998,T[UNIMOD:295],247.105589
C[UNIMOD:1019]->C[UNIMOD:532],C[UNIMOD:1019],247.11493000000002,C[UNIMOD:532],247.11510800000002
C[UNIMOD:1019]->K[UNIMOD:25],C[UNIMOD:1019],247.11493000000002,K[UNIMOD:25],247.132074
C[UNIMOD:1019]->C[UNIMOD:214],C[UNIMOD:1019],247.11493000000002,C[UNIMOD:214],247.11125299999998
C[UNIMOD:1019]->C[UNIMOD:533],C[UNIMOD:1019],247.11493000000002,C[UNIMOD:533],247.108789
C[UNIMOD:1019]->T[UNIMOD:295],C[UNIMOD:1019],247.11493000000002,T[UNIMOD:295],247.105589
C[UNIMOD:532]->K[UNIMOD:25],C[UNIMOD:532],247.11510800000002,K[UNIMOD:25],247.132074
C[UNIMOD:532]->C[UNIMOD:1019],C[UNIMOD:532],247.11510800000002,C[UNIMOD:1019],247.11493000000002
C[UNIMOD:532]->C[UNIMOD:214],C[UNIMOD:532],247.11510800000002,C[UNIMOD:214],247.11125299999998
C[UNIMOD:532]->C[UNIMOD:533],C[UNIMOD:532],247.11510800000002,C[UNIMOD:533],247.108789
C[UNIMOD:532]->T[UNIMOD:295],C[UNIMOD:532],247.11510800000002,T[UNIMOD:295],247.105589
K[UNIMOD:25]->C[UNIMOD:532],K[UNIMOD:25],247.132074,C[UNIMOD:532],247.11510800000002
K[UNIMOD:25]->C[UNIMOD:1019],K[UNIMOD:25],247.132074,C[UNIMOD:1019],247.11493000000002
K[UNIMOD:25]->C[UNIMOD:214],K[UNIMOD:25],247.132074,C[UNIMOD:214],247.11125299999998
K[UNIMOD:25]->C[UNIMOD:533],K[UNIMOD:25],247.132074,C[UNIMOD:533],247.108789
K[UNIMOD:25]->T[UNIMOD:295],K[UNIMOD:25],247.132074,T[UNIMOD:295],247.105589
S[UNIMOD:454]->K[UNIMOD:1345],S[UNIMOD:454],248.100838,K[UNIMOD:1345],248.116089
S[UNIMOD:454]->Y[UNIMOD:211],S[UNIMOD:454],248.100838,Y[UNIMOD:211],248.116094
S[UNIMOD:454]->K[UNIMOD:1381],S[UNIMOD:454],248.100838,K[UNIMOD:1381],248.11946
S[UNIMOD:454]->H[UNIMOD:1017],S[UNIMOD:454],248.100838,H[UNIMOD:1017],248.127324
S[UNIMOD:454]->K[UNIMOD:923],S[UNIMOD:454],248.100838,K[UNIMOD:923],248.145377
K[UNIMOD:1345]->Y[UNIMOD:211],K[UNIMOD:1345],248.116089,Y[UNIMOD:211],248.116094
K[UNIMOD:1345]->K[UNIMOD:1381],K[UNIMOD:1345],248.116089,K[UNIMOD:1381],248.11946
K[UNIMOD:1345]->H[UNIMOD:1017],K[UNIMOD:1345],248.116089,H[UNIMOD:1017],248.127324
K[UNIMOD:1345]->K[UNIMOD:923],K[UNIMOD:1345],248.116089,K[UNIMOD:923],248.145377
K[UNIMOD:1345]->K[UNIMOD:799],K[UNIMOD:1345],248.116089,K[UNIMOD:799],248.15801599999998
K[UNIMOD:1345]->S[UNIMOD:454],K[UNIMOD:1345],248.116089,S[UNIMOD:454],248.100838
Y[UNIMOD:211]->K[UNIMOD:1381],Y[UNIMOD:211],248.116094,K[UNIMOD:1381],248.11946
Y[UNIMOD:211]->H[UNIMOD:1017],Y[UNIMOD:211],248.116094,H[UNIMOD:1017],248.127324
Y[UNIMOD:211]->K[UNIMOD:923],Y[UNIMOD:211],248.116094,K[UNIMOD:923],248.145377
Y[UNIMOD:211]->K[UNIMOD:799],Y[UNIMOD:211],248.116094,K[UNIMOD:799],248.15801599999998
Y[UNIMOD:211]->K[UNIMOD:1345],Y[UNIMOD:211],248.116094,K[UNIMOD:1345],248.116089
Y[UNIMOD:211]->S[UNIMOD:454],Y[UNIMOD:211],248.116094,S[UNIMOD:454],248.100838
K[UNIMOD:1381]->H[UNIMOD:1017],K[UNIMOD:1381],248.11946,H[UNIMOD:1017],248.127324
K[UNIMOD:1381]->K[UNIMOD:923],K[UNIMOD:1381],248.11946,K[UNIMOD:923],248.145377
K[UNIMOD:1381]->K[UNIMOD:799],K[UNIMOD:1381],248.11946,K[UNIMOD:799],248.15801599999998
K[UNIMOD:1381]->Y[UNIMOD:211],K[UNIMOD:1381],248.11946,Y[UNIMOD:211],248.116094
K[UNIMOD:1381]->K[UNIMOD:1345],K[UNIMOD:1381],248.11946,K[UNIMOD:1345],248.116089
K[UNIMOD:1381]->S[UNIMOD:454],K[UNIMOD:1381],248.11946,S[UNIMOD:454],248.100838
H[UNIMOD:1017]->K[UNIMOD:923],H[UNIMOD:1017],248.127324,K[UNIMOD:923],248.145377
H[UNIMOD:1017]->K[UNIMOD:799],H[UNIMOD:1017],248.127324,K[UNIMOD:799],248.15801599999998
H[UNIMOD:1017]->K[UNIMOD:1381],H[UNIMOD:1017],248.127324,K[UNIMOD:1381],248.11946
H[UNIMOD:1017]->Y[UNIMOD:211],H[UNIMOD:1017],248.127324,Y[UNIMOD:211],248.116094
H[UNIMOD:1017]->K[UNIMOD:1345],H[UNIMOD:1017],248.127324,K[UNIMOD:1345],248.116089
H[UNIMOD:1017]->S[UNIMOD:454],H[UNIMOD:1017],248.127324,S[UNIMOD:454],248.100838
K[UNIMOD:923]->K[UNIMOD:799],K[UNIMOD:923],248.145377,K[UNIMOD:799],248.15801599999998
K[UNIMOD:923]->H[UNIMOD:1017],K[UNIMOD:923],248.145377,H[UNIMOD:1017],248.127324
K[UNIMOD:923]->K[UNIMOD:1381],K[UNIMOD:923],248.145377,K[UNIMOD:1381],248.11946
K[UNIMOD:923]->Y[UNIMOD:211],K[UNIMOD:923],248.145377,Y[UNIMOD:211],248.116094
K[UNIMOD:923]->K[UNIMOD:1345],K[UNIMOD:923],248.145377,K[UNIMOD:1345],248.116089
K[UNIMOD:923]->S[UNIMOD:454],K[UNIMOD:923],248.145377,S[UNIMOD:454],248.100838
K[UNIMOD:799]->K[UNIMOD:923],K[UNIMOD:799],248.15801599999998,K[UNIMOD:923],248.145377
K[UNIMOD:799]->H[UNIMOD:1017],K[UNIMOD:799],248.15801599999998,H[UNIMOD:1017],248.127324
K[UNIMOD:799]->K[UNIMOD:1381],K[UNIMOD:799],248.15801599999998,K[UNIMOD:1381],248.11946
K[UNIMOD:799]->Y[UNIMOD:211],K[UNIMOD:799],248.15801599999998,Y[UNIMOD:211],248.116094
K[UNIMOD:799]->K[UNIMOD:1345],K[UNIMOD:799],248.15801599999998,K[UNIMOD:1345],248.116089
C[UNIMOD:407]->S[UNIMOD:41],C[UNIMOD:407],249.045969,S[UNIMOD:41],249.084854
S[UNIMOD:41]->S[UNIMOD:727],S[UNIMOD:41],249.084854,S[UNIMOD:727],249.112997
S[UNIMOD:41]->C[UNIMOD:407],S[UNIMOD:41],249.084854,C[UNIMOD:407],249.045969
S[UNIMOD:727]->T[UNIMOD:1302],S[UNIMOD:727],249.112997,T[UNIMOD:1302],249.15684199999998
S[UNIMOD:727]->S[UNIMOD:41],S[UNIMOD:727],249.112997,S[UNIMOD:41],249.084854
T[UNIMOD:1302]->S[UNIMOD:727],T[UNIMOD:1302],249.15684199999998,S[UNIMOD:727],249.112997
K[UNIMOD:1800]->K[UNIMOD:864],K[UNIMOD:1800],250.13173899999998,K[UNIMOD:864],250.152086
K[UNIMOD:1800]->K[UNIMOD:1912],K[UNIMOD:1800],250.13173899999998,K[UNIMOD:1912],250.17935799999998
K[UNIMOD:864]->K[UNIMOD:1912],K[UNIMOD:864],250.152086,K[UNIMOD:1912],250.17935799999998
K[UNIMOD:864]->K[UNIMOD:1800],K[UNIMOD:864],250.152086,K[UNIMOD:1800],250.13173899999998
K[UNIMOD:1912]->K[UNIMOD:864],K[UNIMOD:1912],250.17935799999998,K[UNIMOD:864],250.152086
K[UNIMOD:1912]->K[UNIMOD:1800],K[UNIMOD:1912],250.17935799999998,K[UNIMOD:1800],250.13173899999998
S[UNIMOD:362]->C[UNIMOD:1358],S[UNIMOD:362],251.092261,C[UNIMOD:1358],251.098817
C[UNIMOD:1358]->S[UNIMOD:362],C[UNIMOD:1358],251.098817,S[UNIMOD:362],251.092261
C[UNIMOD:978]->Y[UNIMOD:185],C[UNIMOD:978],252.03911,Y[UNIMOD:185],252.059854
C[UNIMOD:978]->K[UNIMOD:1987],C[UNIMOD:978],252.03911,K[UNIMOD:1987],252.069747
Y[UNIMOD:185]->K[UNIMOD:1987],Y[UNIMOD:185],252.059854,K[UNIMOD:1987],252.069747
Y[UNIMOD:185]->C[UNIMOD:978],Y[UNIMOD:185],252.059854,C[UNIMOD:978],252.03911
K[UNIMOD:1987]->Y[UNIMOD:185],K[UNIMOD:1987],252.069747,Y[UNIMOD:185],252.059854
K[UNIMOD:1987]->C[UNIMOD:978],K[UNIMOD:1987],252.069747,C[UNIMOD:978],252.03911
C[UNIMOD:851]->T[UNIMOD:1986],C[UNIMOD:851],253.050775,T[UNIMOD:1986],253.053767
T[UNIMOD:1986]->C[UNIMOD:851],T[UNIMOD:1986],253.053767,C[UNIMOD:851],253.050775
K[UNIMOD:29]->T[UNIMOD:449],K[UNIMOD:29],255.15828899999997,T[UNIMOD:449],255.183445
K[UNIMOD:29]->K[UNIMOD:60],K[UNIMOD:29],255.15828899999997,K[UNIMOD:60],255.194674
T[UNIMOD:449]->K[UNIMOD:60],T[UNIMOD:449],255.183445,K[UNIMOD:60],255.194674
T[UNIMOD:449]->K[UNIMOD:29],T[UNIMOD:449],255.183445,K[UNIMOD:29],255.15828899999997
K[UNIMOD:60]->T[UNIMOD:449],K[UNIMOD:60],255.194674,T[UNIMOD:449],255.183445
K[UNIMOD:60]->K[UNIMOD:29],K[UNIMOD:60],255.194674,K[UNIMOD:29],255.15828899999997
Q[UNIMOD:1421]->K[UNIMOD:476],Q[UNIMOD:1421],256.189929,K[UNIMOD:476],256.202499
K[UNIMOD:476]->Q[UNIMOD:1421],K[UNIMOD:476],256.202499,Q[UNIMOD:1421],256.189929
S[UNIMOD:1255]->T[UNIMOD:2042],S[UNIMOD:1255],257.045311,T[UNIMOD:2042],257.045311
S[UNIMOD:1255]->Y[UNIMOD:724],S[UNIMOD:1255],257.045311,Y[UNIMOD:724],257.045311
S[UNIMOD:1255]->H[UNIMOD:1345],S[UNIMOD:1255],257.045311,H[UNIMOD:1345],257.080039
S[UNIMOD:1255]->H[UNIMOD:1381],S[UNIMOD:1255],257.045311,H[UNIMOD:1381],257.08341
T[UNIMOD:2042]->Y[UNIMOD:724],T[UNIMOD:2042],257.045311,Y[UNIMOD:724],257.045311
T[UNIMOD:2042]->H[UNIMOD:1345],T[UNIMOD:2042],257.045311,H[UNIMOD:1345],257.080039
T[UNIMOD:2042]->H[UNIMOD:1381],T[UNIMOD:2042],257.045311,H[UNIMOD:1381],257.08341
T[UNIMOD:2042]->S[UNIMOD:1255],T[UNIMOD:2042],257.045311,S[UNIMOD:1255],257.045311
Y[UNIMOD:724]->H[UNIMOD:1345],Y[UNIMOD:724],257.045311,H[UNIMOD:1345],257.080039
Y[UNIMOD:724]->H[UNIMOD:1381],Y[UNIMOD:724],257.045311,H[UNIMOD:1381],257.08341
Y[UNIMOD:724]->T[UNIMOD:2042],Y[UNIMOD:724],257.045311,T[UNIMOD:2042],257.045311
Y[UNIMOD:724]->S[UNIMOD:1255],Y[UNIMOD:724],257.045311,S[UNIMOD:1255],257.045311
H[UNIMOD:1345]->H[UNIMOD:1381],H[UNIMOD:1345],257.080039,H[UNIMOD:1381],257.08341
H[UNIMOD:1345]->C[UNIMOD:721],H[UNIMOD:1345],257.080039,C[UNIMOD:721],257.10857
H[UNIMOD:1345]->Y[UNIMOD:724],H[UNIMOD:1345],257.080039,Y[UNIMOD:724],257.045311
H[UNIMOD:1345]->T[UNIMOD:2042],H[UNIMOD:1345],257.080039,T[UNIMOD:2042],257.045311
H[UNIMOD:1345]->S[UNIMOD:1255],H[UNIMOD:1345],257.080039,S[UNIMOD:1255],257.045311
H[UNIMOD:1381]->C[UNIMOD:721],H[UNIMOD:1381],257.08341,C[UNIMOD:721],257.10857
H[UNIMOD:1381]->H[UNIMOD:1345],H[UNIMOD:1381],257.08341,H[UNIMOD:1345],257.080039
H[UNIMOD:1381]->Y[UNIMOD:724],H[UNIMOD:1381],257.08341,Y[UNIMOD:724],257.045311
H[UNIMOD:1381]->T[UNIMOD:2042],H[UNIMOD:1381],257.08341,T[UNIMOD:2042],257.045311
H[UNIMOD:1381]->S[UNIMOD:1255],H[UNIMOD:1381],257.08341,S[UNIMOD:1255],257.045311
C[UNIMOD:721]->H[UNIMOD:1381],C[UNIMOD:721],257.10857,H[UNIMOD:1381],257.08341
C[UNIMOD:721]->H[UNIMOD:1345],C[UNIMOD:721],257.10857,H[UNIMOD:1345],257.080039
K[UNIMOD:1310]->K[UNIMOD:1349],K[UNIMOD:1310],260.152475,K[UNIMOD:1349],260.163708
K[UNIMOD:1349]->K[UNIMOD:1310],K[UNIMOD:1349],260.163708,K[UNIMOD:1310],260.152475
S[UNIMOD:54]->T[UNIMOD:41],S[UNIMOD:54],263.064118,T[UNIMOD:41],263.100504
T[UNIMOD:41]->T[UNIMOD:727],T[UNIMOD:41],263.100504,T[UNIMOD:727],263.128647
T[UNIMOD:41]->S[UNIMOD:54],T[UNIMOD:41],263.100504,S[UNIMOD:54],263.064118
T[UNIMOD:727]->T[UNIMOD:41],T[UNIMOD:727],263.128647,T[UNIMOD:41],263.100504
C[UNIMOD:1872]->K[UNIMOD:725],C[UNIMOD:1872],264.10583,K[UNIMOD:725],264.12389099999996
K[UNIMOD:725]->C[UNIMOD:1872],K[UNIMOD:725],264.12389099999996,C[UNIMOD:1872],264.10583
C[UNIMOD:979]->H[UNIMOD:2035],C[UNIMOD:979],266.05476,H[UNIMOD:2035],266.101503
H[UNIMOD:2035]->C[UNIMOD:979],H[UNIMOD:2035],266.101503,C[UNIMOD:979],266.05476
K[UNIMOD:1898]->K[UNIMOD:720],K[UNIMOD:1898],266.16304,K[UNIMOD:720],266.199425
K[UNIMOD:720]->K[UNIMOD:1898],K[UNIMOD:720],266.199425,K[UNIMOD:1898],266.16304
K[UNIMOD:1911]->G[UNIMOD:45],K[UNIMOD:1911],267.205907,G[UNIMOD:45],267.219826
G[UNIMOD:45]->K[UNIMOD:1911],G[UNIMOD:45],267.219826,K[UNIMOD:1911],267.205907
H[UNIMOD:1389]->K[UNIMOD:888],H[UNIMOD:1389],268.153539,K[UNIMOD:888],268.189923
H[UNIMOD:1389]->K[UNIMOD:1027],H[UNIMOD:1389],268.153539,K[UNIMOD:1027],268.189923
K[UNIMOD:888]->K[UNIMOD:1027],K[UNIMOD:888],268.189923,K[UNIMOD:1027],268.189923
K[UNIMOD:888]->H[UNIMOD:1389],K[UNIMOD:888],268.189923,H[UNIMOD:1389],268.153539
K[UNIMOD:1027]->K[UNIMOD:888],K[UNIMOD:1027],268.189923,K[UNIMOD:888],268.189923
K[UNIMOD:1027]->H[UNIMOD:1389],K[UNIMOD:1027],268.189923,H[UNIMOD:1389],268.153539
D[UNIMOD:1282]->H[UNIMOD:1310],D[UNIMOD:1282],269.10116800000003,H[UNIMOD:1310],269.116425
H[UNIMOD:1310]->D[UNIMOD:1282],H[UNIMOD:1310],269.116425,D[UNIMOD:1282],269.10116800000003
K[UNIMOD:525]->L[UNIMOD:53],K[UNIMOD:525],269.19327799999996,L[UNIMOD:53],269.19908999999996
L[UNIMOD:53]->K[UNIMOD:525],L[UNIMOD:53],269.19908999999996,K[UNIMOD:525],269.19327799999996
C[UNIMOD:1382]->T[UNIMOD:1255],C[UNIMOD:1382],271.03369,T[UNIMOD:1255],271.060961
C[UNIMOD:1382]->Y[UNIMOD:723],C[UNIMOD:1382],271.03369,Y[UNIMOD:723],271.060961
C[UNIMOD:1382]->Y[UNIMOD:726],C[UNIMOD:1382],271.03369,Y[UNIMOD:726],271.060961
T[UNIMOD:1255]->Y[UNIMOD:723],T[UNIMOD:1255],271.060961,Y[UNIMOD:723],271.060961
T[UNIMOD:1255]->Y[UNIMOD:726],T[UNIMOD:1255],271.060961,Y[UNIMOD:726],271.060961
T[UNIMOD:1255]->C[UNIMOD:1382],T[UNIMOD:1255],271.060961,C[UNIMOD:1382],271.03369
Y[UNIMOD:723]->Y[UNIMOD:726],Y[UNIMOD:723],271.060961,Y[UNIMOD:726],271.060961
Y[UNIMOD:723]->T[UNIMOD:1255],Y[UNIMOD:723],271.060961,T[UNIMOD:1255],271.060961
Y[UNIMOD:723]->C[UNIMOD:1382],Y[UNIMOD:723],271.060961,C[UNIMOD:1382],271.03369
Y[UNIMOD:726]->Y[UNIMOD:723],Y[UNIMOD:726],271.060961,Y[UNIMOD:723],271.060961
Y[UNIMOD:726]->T[UNIMOD:1255],Y[UNIMOD:726],271.060961,T[UNIMOD:1255],271.060961
Y[UNIMOD:726]->C[UNIMOD:1382],Y[UNIMOD:726],271.060961,C[UNIMOD:1382],271.03369
K[UNIMOD:533]->K[UNIMOD:214],K[UNIMOD:533],272.194559,K[UNIMOD:214],272.19702299999994
K[UNIMOD:533]->K[UNIMOD:889],K[UNIMOD:533],272.194559,K[UNIMOD:889],272.19702299999994
K[UNIMOD:533]->K[UNIMOD:532],K[UNIMOD:533],272.194559,K[UNIMOD:532],272.200878
K[UNIMOD:214]->K[UNIMOD:889],K[UNIMOD:214],272.19702299999994,K[UNIMOD:889],272.19702299999994
K[UNIMOD:214]->K[UNIMOD:532],K[UNIMOD:214],272.19702299999994,K[UNIMOD:532],272.200878
K[UNIMOD:214]->K[UNIMOD:533],K[UNIMOD:214],272.19702299999994,K[UNIMOD:533],272.194559
K[UNIMOD:889]->K[UNIMOD:532],K[UNIMOD:889],272.19702299999994,K[UNIMOD:532],272.200878
K[UNIMOD:889]->K[UNIMOD:214],K[UNIMOD:889],272.19702299999994,K[UNIMOD:214],272.19702299999994
K[UNIMOD:889]->K[UNIMOD:533],K[UNIMOD:889],272.19702299999994,K[UNIMOD:533],272.194559
K[UNIMOD:532]->K[UNIMOD:889],K[UNIMOD:532],272.200878,K[UNIMOD:889],272.19702299999994
K[UNIMOD:532]->K[UNIMOD:214],K[UNIMOD:532],272.200878,K[UNIMOD:214],272.19702299999994
K[UNIMOD:532]->K[UNIMOD:533],K[UNIMOD:532],272.200878,K[UNIMOD:533],272.194559
Y[UNIMOD:1989]->S[UNIMOD:2041],Y[UNIMOD:1989],273.022467,S[UNIMOD:2041],273.040226
Y[UNIMOD:1989]->C[UNIMOD:302],Y[UNIMOD:1989],273.022467,C[UNIMOD:302],273.045969
S[UNIMOD:2041]->C[UNIMOD:302],S[UNIMOD:2041],273.040226,C[UNIMOD:302],273.045969
S[UNIMOD:2041]->H[UNIMOD:725],S[UNIMOD:2041],273.040226,H[UNIMOD:725],273.087841
S[UNIMOD:2041]->Y[UNIMOD:1989],S[UNIMOD:2041],273.040226,Y[UNIMOD:1989],273.022467
C[UNIMOD:302]->H[UNIMOD:725],C[UNIMOD:302],273.045969,H[UNIMOD:725],273.087841
C[UNIMOD:302]->S[UNIMOD:2041],C[UNIMOD:302],273.045969,S[UNIMOD:2041],273.040226
C[UNIMOD:302]->Y[UNIMOD:1989],C[UNIMOD:302],273.045969,Y[UNIMOD:1989],273.022467
H[UNIMOD:725]->K[UNIMOD:293],H[UNIMOD:725],273.087841,K[UNIMOD:293],273.11470899999995
H[UNIMOD:725]->C[UNIMOD:302],H[UNIMOD:725],273.087841,C[UNIMOD:302],273.045969
H[UNIMOD:725]->S[UNIMOD:2041],H[UNIMOD:725],273.087841,S[UNIMOD:2041],273.040226
K[UNIMOD:293]->H[UNIMOD:743],K[UNIMOD:293],273.11470899999995,H[UNIMOD:743],273.14772500000004
K[UNIMOD:293]->H[UNIMOD:725],K[UNIMOD:293],273.11470899999995,H[UNIMOD:725],273.087841
H[UNIMOD:743]->K[UNIMOD:293],H[UNIMOD:743],273.14772500000004,K[UNIMOD:293],273.11470899999995
K[UNIMOD:1321]->K[UNIMOD:1323],K[UNIMOD:1321],273.21496,K[UNIMOD:1323],273.22326699999996
K[UNIMOD:1321]->K[UNIMOD:1322],K[UNIMOD:1321],273.21496,K[UNIMOD:1322],273.227123
K[UNIMOD:1321]->K[UNIMOD:1324],K[UNIMOD:1321],273.21496,K[UNIMOD:1324],273.23543099999995
K[UNIMOD:1323]->K[UNIMOD:1322],K[UNIMOD:1323],273.22326699999996,K[UNIMOD:1322],273.227123
K[UNIMOD:1323]->K[UNIMOD:1324],K[UNIMOD:1323],273.22326699999996,K[UNIMOD:1324],273.23543099999995
K[UNIMOD:1323]->K[UNIMOD:1321],K[UNIMOD:1323],273.22326699999996,K[UNIMOD:1321],273.21496
K[UNIMOD:1322]->K[UNIMOD:1324],K[UNIMOD:1322],273.227123,K[UNIMOD:1324],273.23543099999995
K[UNIMOD:1322]->K[UNIMOD:1323],K[UNIMOD:1322],273.227123,K[UNIMOD:1323],273.22326699999996
K[UNIMOD:1322]->K[UNIMOD:1321],K[UNIMOD:1322],273.227123,K[UNIMOD:1321],273.21496
K[UNIMOD:1324]->K[UNIMOD:1322],K[UNIMOD:1324],273.23543099999995,K[UNIMOD:1322],273.227123
K[UNIMOD:1324]->K[UNIMOD:1323],K[UNIMOD:1324],273.23543099999995,K[UNIMOD:1323],273.22326699999996
K[UNIMOD:1324]->K[UNIMOD:1321],K[UNIMOD:1324],273.23543099999995,K[UNIMOD:1321],273.21496
Y[UNIMOD:1017]->C[UNIMOD:195],Y[UNIMOD:1017],274.131744,C[UNIMOD:195],274.158928
C[UNIMOD:195]->Y[UNIMOD:1017],C[UNIMOD:195],274.158928,Y[UNIMOD:1017],274.131744
C[UNIMOD:767]->C[UNIMOD:1258],C[UNIMOD:767],275.06162,C[UNIMOD:1258],275.093982
C[UNIMOD:1258]->C[UNIMOD:767],C[UNIMOD:1258],275.093982,C[UNIMOD:767],275.06162
C[UNIMOD:1035]->T[UNIMOD:54],C[UNIMOD:1035],277.034359,T[UNIMOD:54],277.079768
T[UNIMOD:54]->K[UNIMOD:978],T[UNIMOD:54],277.079768,K[UNIMOD:978],277.12487999999996
T[UNIMOD:54]->C[UNIMOD:1035],T[UNIMOD:54],277.079768,C[UNIMOD:1035],277.034359
K[UNIMOD:978]->H[UNIMOD:888],K[UNIMOD:978],277.12487999999996,H[UNIMOD:888],277.153873
K[UNIMOD:978]->T[UNIMOD:54],K[UNIMOD:978],277.12487999999996,T[UNIMOD:54],277.079768
H[UNIMOD:888]->C[UNIMOD:196],H[UNIMOD:888],277.153873,C[UNIMOD:196],277.177759
H[UNIMOD:888]->K[UNIMOD:978],H[UNIMOD:888],277.153873,K[UNIMOD:978],277.12487999999996
C[UNIMOD:196]->H[UNIMOD:888],C[UNIMOD:196],277.177759,H[UNIMOD:888],277.153873
N[UNIMOD:825]->C[UNIMOD:1328],N[UNIMOD:825],278.028737,C[UNIMOD:1328],278.039504
C[UNIMOD:1328]->N[UNIMOD:825],C[UNIMOD:1328],278.039504,N[UNIMOD:825],278.028737
Y[UNIMOD:959]->K[UNIMOD:1986],Y[UNIMOD:959],280.061295,K[UNIMOD:1986],280.101047
K[UNIMOD:1986]->Y[UNIMOD:959],K[UNIMOD:1986],280.101047,Y[UNIMOD:959],280.061295
H[UNIMOD:214]->H[UNIMOD:889],H[UNIMOD:214],281.160973,H[UNIMOD:889],281.160973
H[UNIMOD:889]->H[UNIMOD:214],H[UNIMOD:889],281.160973,H[UNIMOD:214],281.160973
K[UNIMOD:721]->K[UNIMOD:455],K[UNIMOD:721],282.19434,K[UNIMOD:455],282.20557299999996
K[UNIMOD:455]->K[UNIMOD:721],K[UNIMOD:455],282.20557299999996,K[UNIMOD:721],282.19434
Y[UNIMOD:729]->E[UNIMOD:1282],Y[UNIMOD:729],283.097347,E[UNIMOD:1282],283.11681799999997
E[UNIMOD:1282]->Y[UNIMOD:729],E[UNIMOD:1282],283.11681799999997,Y[UNIMOD:729],283.097347
E[UNIMOD:285]->K[UNIMOD:2042],E[UNIMOD:285],284.046689,K[UNIMOD:2042],284.09259099999997
K[UNIMOD:2042]->E[UNIMOD:285],K[UNIMOD:2042],284.09259099999997,E[UNIMOD:285],284.046689
K[UNIMOD:1020]->K[UNIMOD:53],K[UNIMOD:1020],284.17360399999995,K[UNIMOD:53],284.20998999999995
K[UNIMOD:53]->K[UNIMOD:1020],K[UNIMOD:53],284.20998999999995,K[UNIMOD:1020],284.17360399999995
Y[UNIMOD:1987]->T[UNIMOD:2041],Y[UNIMOD:1987],287.038117,T[UNIMOD:2041],287.055876
T[UNIMOD:2041]->C[UNIMOD:911],T[UNIMOD:2041],287.055876,C[UNIMOD:911],287.0888
T[UNIMOD:2041]->Y[UNIMOD:1987],T[UNIMOD:2041],287.055876,Y[UNIMOD:1987],287.038117
C[UNIMOD:911]->Q[UNIMOD:1992],C[UNIMOD:911],287.0888,Q[UNIMOD:1992],287.12699399999997
C[UNIMOD:911]->K[UNIMOD:967],C[UNIMOD:911],287.0888,K[UNIMOD:967],287.130359
C[UNIMOD:911]->T[UNIMOD:2041],C[UNIMOD:911],287.0888,T[UNIMOD:2041],287.055876
Q[UNIMOD:1992]->K[UNIMOD:967],Q[UNIMOD:1992],287.12699399999997,K[UNIMOD:967],287.130359
Q[UNIMOD:1992]->C[UNIMOD:197],Q[UNIMOD:1992],287.12699399999997,C[UNIMOD:197],287.166753
Q[UNIMOD:1992]->C[UNIMOD:911],Q[UNIMOD:1992],287.12699399999997,C[UNIMOD:911],287.0888
K[UNIMOD:967]->C[UNIMOD:197],K[UNIMOD:967],287.130359,C[UNIMOD:197],287.166753
K[UNIMOD:967]->Q[UNIMOD:1992],K[UNIMOD:967],287.130359,Q[UNIMOD:1992],287.12699399999997
K[UNIMOD:967]->C[UNIMOD:911],K[UNIMOD:967],287.130359,C[UNIMOD:911],287.0888
C[UNIMOD:197]->K[UNIMOD:967],C[UNIMOD:197],287.166753,K[UNIMOD:967],287.130359
C[UNIMOD:197]->Q[UNIMOD:1992],C[UNIMOD:197],287.166753,Q[UNIMOD:1992],287.12699399999997
R[UNIMOD:186]->R[UNIMOD:1310],R[UNIMOD:186],288.12223900000004,R[UNIMOD:1310],288.15862500000003
R[UNIMOD:1310]->R[UNIMOD:186],R[UNIMOD:1310],288.15862500000003,R[UNIMOD:186],288.12223900000004
E[UNIMOD:286]->S[UNIMOD:43],E[UNIMOD:286],290.066818,S[UNIMOD:43],290.111403
S[UNIMOD:43]->E[UNIMOD:286],S[UNIMOD:43],290.111403,E[UNIMOD:286],290.066818
K[UNIMOD:979]->H[UNIMOD:721],K[UNIMOD:979],291.14053,H[UNIMOD:721],291.15828999999997
H[UNIMOD:721]->K[UNIMOD:979],H[UNIMOD:721],291.15828999999997,K[UNIMOD:979],291.14053
Q[UNIMOD:825]->K[UNIMOD:825],Q[UNIMOD:825],292.04438700000003,K[UNIMOD:825],292.080767
K[UNIMOD:825]->Q[UNIMOD:825],K[UNIMOD:825],292.080767,Q[UNIMOD:825],292.04438700000003
